date,channel,total_spend,attributed_orders,attributed_revenue,day_of_week,promo_flag,week_index
2025-12-15,paid_social,116484.65,20.0,140750.94,Monday,0,23
2025-12-15,referral,30054.19,6.0,43707.979999999996,Monday,0,23
2025-12-15,search,146559.82,31.0,238097.97,Monday,0,23
2025-12-16,email,16529.35,10.0,53945.75,Tuesday,0,23
2025-12-16,organic,4876.4,12.0,70921.35,Tuesday,0,23
2025-12-16,paid_social,133257.26,12.0,79204.25,Tuesday,0,23
2025-12-16,referral,28201.3,4.0,15935.23,Tuesday,0,23
2025-12-16,search,172516.46,30.0,196877.56,Tuesday,0,23
2025-12-17,email,21974.989999999998,11.0,66597.8,Wednesday,0,23
2025-12-17,organic,4211.24,6.0,41642.130000000005,Wednesday,0,23
2025-12-17,paid_social,137774.52000000002,16.0,91199.5,Wednesday,0,23
2025-12-17,referral,28335.06,5.0,25281.85,Wednesday,0,23
2025-12-17,search,155334.6,26.0,156114.53999999998,Wednesday,0,23
2025-12-18,email,17817.37,7.0,58079.93000000001,Thursday,0,23
2025-12-18,organic,4011.94,11.0,60544.58,Thursday,0,23
2025-12-18,paid_social,126397.64,15.0,77647.02,Thursday,0,23
2025-12-18,referral,30051.62,7.0,59708.68,Thursday,0,23
2025-12-18,search,176420.49,36.0,203873.87,Thursday,0,23
2025-12-19,email,18132.86,12.0,58910.71,Friday,0,24
2025-12-19,organic,4306.53,5.0,31158.7,Friday,0,24
2025-12-19,paid_social,135174.64,13.0,66163.32,Friday,0,24
2025-12-19,referral,35344.18,6.0,40346.0,Friday,0,24
2025-12-19,search,160217.34,32.0,202552.7,Friday,0,24
2025-12-20,email,20693.87,23.0,156594.67,Saturday,0,24
2025-12-20,organic,4885.58,12.0,64191.340000000004,Saturday,0,24
2025-12-20,paid_social,143094.19,20.0,80526.57,Saturday,0,24
2025-12-20,referral,34477.39,2.0,9573.64,Saturday,0,24
2025-12-20,search,213958.77,34.0,231817.76,Saturday,0,24
2025-12-21,email,17458.11,13.0,90689.29000000001,Sunday,0,24
2025-12-21,organic,5555.4400000000005,10.0,61145.11,Sunday,0,24
2025-12-21,paid_social,150943.3,14.0,88282.94,Sunday,0,24
2025-12-21,referral,39567.0,7.0,29742.16,Sunday,0,24
2025-12-21,search,191343.17,40.0,259978.0,Sunday,0,24
2025-12-22,email,15242.310000000001,17.0,151409.74,Monday,0,24
2025-12-22,organic,4103.21,7.0,28848.920000000002,Monday,0,24
2025-12-22,paid_social,130834.66,8.0,22973.98,Monday,0,24
2025-12-22,referral,26777.25,5.0,26446.39,Monday,0,24
2025-12-22,search,146416.58,16.0,120795.09,Monday,0,24
2025-12-23,email,17550.19,20.0,120066.04000000001,Tuesday,0,24
2025-12-23,organic,3939.85,12.0,32356.940000000002,Tuesday,0,24
2025-12-23,paid_social,123809.93,14.0,92705.88,Tuesday,0,24
2025-12-23,referral,29625.09,6.0,54024.92,Tuesday,0,24
2025-12-23,search,164263.0,28.0,200644.49,Tuesday,0,24
2025-12-24,email,14269.8,15.0,81081.05,Wednesday,0,24
2025-12-24,organic,4338.889999999999,6.0,43501.57000000001,Wednesday,0,24
2025-12-24,paid_social,109393.17,13.0,75069.31999999999,Wednesday,0,24
2025-12-24,referral,32179.79,4.0,25244.29,Wednesday,0,24
2025-12-24,search,153078.38999999998,32.0,242467.77000000002,Wednesday,0,24
2025-12-25,email,18587.01,15.0,93809.22,Thursday,0,24
2025-12-25,organic,4881.9,11.0,72188.92,Thursday,0,24
2025-12-25,paid_social,112267.57,8.0,57275.979999999996,Thursday,0,24
2025-12-25,referral,30068.34,4.0,24760.590000000004,Thursday,0,24
2025-12-25,search,149892.87,39.0,282428.4,Thursday,0,24
2025-12-26,email,22912.01,26.0,150611.38,Friday,1,25
2025-12-26,organic,5428.07,18.0,134276.89,Friday,1,25
2025-12-26,paid_social,150804.07,28.0,173841.91,Friday,1,25
2025-12-26,referral,40084.49,9.0,46888.659999999996,Friday,1,25
2025-12-26,search,198363.13,43.0,261939.06,Friday,1,25
2025-12-27,email,24847.02,26.0,159446.03,Saturday,1,25
2025-12-27,organic,6184.79,14.0,82788.07,Saturday,1,25
2025-12-27,paid_social,207165.64,30.0,158092.29,Saturday,1,25
2025-12-27,referral,45520.15,12.0,44528.36,Saturday,1,25
2025-12-27,search,251118.21,37.0,231800.95,Saturday,1,25
2025-12-28,email,28156.38,23.0,132084.22,Sunday,1,25
2025-12-28,organic,6794.99,13.0,79615.49,Sunday,1,25
2025-12-28,paid_social,211202.07,32.0,189505.56,Sunday,1,25
2025-12-28,referral,50894.520000000004,11.0,69711.33,Sunday,1,25
2025-12-28,search,220957.51,35.0,209160.49,Sunday,1,25
2025-12-29,email,21724.64,25.0,146609.45,Monday,1,25
2025-12-29,organic,5855.7,19.0,98213.51,Monday,1,25
2025-12-29,paid_social,160088.63,24.0,121263.99,Monday,1,25
2025-12-29,referral,35592.49,3.0,12800.57,Monday,1,25
2025-12-29,search,207382.73,47.0,299317.67,Monday,1,25
2025-12-30,email,23898.03,23.0,142594.75,Tuesday,1,25
2025-12-30,organic,5167.05,12.0,72640.57,Tuesday,1,25
2025-12-30,paid_social,175114.47,21.0,110771.96,Tuesday,1,25
2025-12-30,referral,37039.01,8.0,31042.61,Tuesday,1,25
2025-12-30,search,213748.97,40.0,245722.78,Tuesday,1,25
2025-12-31,email,21965.92,25.0,167061.46,Wednesday,1,25
2025-12-31,organic,5192.88,16.0,102224.34999999999,Wednesday,1,25
2025-12-31,paid_social,146348.06,22.0,289837.44,Wednesday,1,25
2025-12-31,referral,29811.19,17.0,116302.96,Wednesday,1,25
2025-12-31,search,191542.32,40.0,276345.77,Wednesday,1,25
2026-01-01,email,18657.11,14.0,85310.53,Thursday,1,25
2026-01-01,organic,6162.3,12.0,84734.17,Thursday,1,25
2026-01-01,paid_social,151086.95,23.0,97221.73999999999,Thursday,1,25
2026-01-01,referral,34561.88,7.0,58391.23,Thursday,1,25
2026-01-01,search,173693.09,43.0,279800.91,Thursday,1,25
2026-01-02,email,18845.47,17.0,109425.73,Friday,0,26
2026-01-02,organic,4455.04,9.0,56254.490000000005,Friday,0,26
2026-01-02,paid_social,145193.19,15.0,66585.19,Friday,0,26
2026-01-02,referral,30621.5,5.0,23305.2,Friday,0,26
2026-01-02,search,149198.24,31.0,186019.16999999998,Friday,0,26
2026-01-03,email,21165.9,21.0,125009.34,Saturday,0,26
2026-01-03,organic,5006.15,7.0,32269.820000000003,Saturday,0,26
2026-01-03,paid_social,146119.54,2.0,12558.99,Saturday,0,26
2026-01-03,referral,33227.67,8.0,51992.61,Saturday,0,26
2026-01-03,search,192710.02000000002,24.0,178266.45,Saturday,0,26
2026-01-04,email,21554.25,11.0,83627.82,Sunday,0,26
2026-01-04,organic,5005.21,10.0,76286.72,Sunday,0,26
2026-01-04,paid_social,149226.64,12.0,92854.5,Sunday,0,26
2026-01-04,referral,40603.65,11.0,78481.31999999999,Sunday,0,26
2026-01-04,search,180968.74,28.0,216501.34,Sunday,0,26
2026-01-05,email,18397.37,23.0,127255.54999999999,Monday,0,26
2026-01-05,organic,3624.9500000000003,12.0,81142.74,Monday,0,26
2026-01-05,paid_social,132525.63,12.0,58864.8,Monday,0,26
2026-01-05,referral,28475.12,6.0,38176.74,Monday,0,26
2026-01-05,search,185493.79,27.0,169498.37,Monday,0,26
2026-01-06,email,15194.93,14.0,62988.93,Tuesday,0,26
2026-01-06,organic,4784.41,6.0,37509.77,Tuesday,0,26
2026-01-06,paid_social,110530.05,15.0,77166.67,Tuesday,0,26
2026-01-06,referral,30116.0,9.0,51150.17999999999,Tuesday,0,26
2026-01-06,search,165337.73,28.0,178819.31,Tuesday,0,26
2026-01-07,email,16712.6,17.0,103886.8,Wednesday,0,26
2026-01-07,organic,4748.66,5.0,35306.44,Wednesday,0,26
2026-01-07,paid_social,100285.01,8.0,44154.78,Wednesday,0,26
2026-01-07,referral,28876.2,5.0,24912.26,Wednesday,0,26
2026-01-07,search,170620.49,19.0,121998.85,Wednesday,0,26
2026-01-08,email,17653.38,7.0,54885.83,Thursday,0,26
2026-01-08,organic,4959.63,15.0,104982.54000000001,Thursday,0,26
2026-01-08,paid_social,139124.63,14.0,65605.9,Thursday,0,26
2026-01-08,referral,34520.19,5.0,26862.18,Thursday,0,26
2026-01-08,search,156763.14,42.0,256810.39,Thursday,0,26
2026-01-09,email,19380.79,11.0,70458.17,Friday,0,27
2026-01-09,organic,4836.98,11.0,57227.740000000005,Friday,0,27
2026-01-09,paid_social,129988.82,19.0,133382.99,Friday,0,27
2026-01-09,referral,33804.8,8.0,71296.32,Friday,0,27
2026-01-09,search,147574.37,26.0,184480.06,Friday,0,27
2026-01-10,email,21655.82,10.0,62956.47,Saturday,0,27
2026-01-10,organic,4670.01,15.0,62301.95,Saturday,0,27
2026-01-10,paid_social,153174.56,18.0,138933.56,Saturday,0,27
2026-01-10,referral,36376.58,5.0,27706.68,Saturday,0,27
2026-01-10,search,167147.47,34.0,227987.77,Saturday,0,27
2026-01-11,email,20032.190000000002,20.0,129624.33000000002,Sunday,0,27
2026-01-11,organic,4831.92,11.0,63898.649999999994,Sunday,0,27
2026-01-11,paid_social,156108.49,7.0,47669.28,Sunday,0,27
2026-01-11,referral,37393.79,7.0,35651.78,Sunday,0,27
2026-01-11,search,211185.11000000002,41.0,279191.4,Sunday,0,27
2026-01-12,email,18559.78,15.0,103200.86,Monday,0,27
2026-01-12,organic,4437.62,9.0,74010.04000000001,Monday,0,27
2026-01-12,paid_social,145193.1,16.0,114295.57,Monday,0,27
2026-01-12,referral,32062.49,8.0,46211.49,Monday,0,27
2026-01-12,search,144601.66,28.0,257557.02000000002,Monday,0,27
2026-01-13,email,16235.9,14.0,68461.97,Tuesday,0,27
2026-01-13,organic,4988.7,5.0,26817.16,Tuesday,0,27
2026-01-13,paid_social,134881.25,13.0,77469.39,Tuesday,0,27
2026-01-13,referral,30836.35,3.0,11300.119999999999,Tuesday,0,27
2026-01-13,search,151259.91,35.0,318024.93,Tuesday,0,27
2026-01-14,email,20311.33,8.0,61834.46,Wednesday,0,27
2026-01-14,organic,4759.1900000000005,11.0,71645.16,Wednesday,0,27
2026-01-14,paid_social,135236.85,23.0,112032.22,Wednesday,0,27
2026-01-14,referral,29007.34,8.0,59714.77,Wednesday,0,27
2026-01-14,search,145965.79,29.0,198282.97,Wednesday,0,27
2026-01-15,email,18358.37,17.0,102596.99,Thursday,0,27
2026-01-15,organic,4373.17,9.0,45897.83,Thursday,0,27
2026-01-15,paid_social,140775.47999999998,14.0,90648.19,Thursday,0,27
2026-01-15,referral,36358.69,4.0,24542.92,Thursday,0,27
2026-01-15,search,165137.83,25.0,158937.33000000002,Thursday,0,27
2026-01-16,email,21207.43,12.0,85413.56,Friday,0,28
2026-01-16,organic,4531.8,6.0,37048.22,Friday,0,28
2026-01-16,paid_social,146591.14,15.0,112909.31,Friday,0,28
2026-01-16,referral,31940.59,3.0,21581.2,Friday,0,28
2026-01-16,search,180756.59,29.0,184851.74,Friday,0,28
2026-01-17,email,19660.01,8.0,61305.560000000005,Saturday,0,28
2026-01-17,organic,4995.6900000000005,8.0,66531.46,Saturday,0,28
2026-01-17,paid_social,159020.4,21.0,115303.0,Saturday,0,28
2026-01-17,referral,36555.99,7.0,40761.8,Saturday,0,28
2026-01-17,search,183886.62,43.0,301055.23,Saturday,0,28
2026-01-18,email,20869.77,16.0,91242.38,Sunday,0,28
2026-01-18,organic,5302.53,10.0,56560.7,Sunday,0,28
2026-01-18,paid_social,157113.78,16.0,96864.49,Sunday,0,28
2026-01-18,referral,32292.260000000002,8.0,58953.490000000005,Sunday,0,28
2026-01-18,search,189253.57,30.0,187328.45,Sunday,0,28
2026-01-19,email,18477.16,17.0,120238.24,Monday,0,28
2026-01-19,organic,4061.82,7.0,31532.88,Monday,0,28
2026-01-19,paid_social,144578.01,11.0,62784.29,Monday,0,28
2026-01-19,referral,33622.28,1.0,4253.0,Monday,0,28
2026-01-19,search,145860.95,38.0,251330.48,Monday,0,28
2026-01-20,email,19066.42,11.0,70682.56,Tuesday,0,28
2026-01-20,organic,4733.82,9.0,65624.09,Tuesday,0,28
2026-01-20,paid_social,144152.32,14.0,231792.5,Tuesday,0,28
2026-01-20,referral,30746.29,9.0,46385.46,Tuesday,0,28
2026-01-20,search,130217.51,25.0,147657.4,Tuesday,0,28
2026-01-21,email,18515.6,26.0,194137.55,Wednesday,0,28
2026-01-21,organic,4923.59,12.0,73238.62999999999,Wednesday,0,28
2026-01-21,paid_social,125098.97,9.0,40539.740000000005,Wednesday,0,28
2026-01-21,referral,30847.32,5.0,26377.09,Wednesday,0,28
2026-01-21,search,167313.43,34.0,207493.47,Wednesday,0,28
2026-01-22,email,18308.85,11.0,57184.350000000006,Thursday,0,28
2026-01-22,organic,4730.77,11.0,87883.72,Thursday,0,28
2026-01-22,paid_social,120281.72,16.0,99695.42000000001,Thursday,0,28
2026-01-22,referral,31357.23,5.0,32742.909999999996,Thursday,0,28
2026-01-22,search,174104.49,32.0,317967.04000000004,Thursday,0,28
2026-01-23,email,16281.28,7.0,55699.19,Friday,0,29
2026-01-23,organic,4410.8099999999995,8.0,37109.87,Friday,0,29
2026-01-23,paid_social,167854.88999999998,14.0,70618.42,Friday,0,29
2026-01-23,referral,30203.38,7.0,32816.64,Friday,0,29
2026-01-23,search,164055.88,23.0,159053.08000000002,Friday,0,29
2026-01-24,email,19152.49,9.0,51711.97,Saturday,0,29
2026-01-24,organic,5026.56,16.0,189487.51,Saturday,0,29
2026-01-24,paid_social,146840.07,12.0,64125.9,Saturday,0,29
2026-01-24,referral,36008.29,6.0,32249.54,Saturday,0,29
2026-01-24,search,169772.33,37.0,248413.97999999998,Saturday,0,29
2026-01-25,email,18954.02,11.0,79909.6,Sunday,0,29
2026-01-25,organic,5473.62,13.0,59940.45,Sunday,0,29
2026-01-25,paid_social,166034.83000000002,17.0,64187.1,Sunday,0,29
2026-01-25,referral,36362.31,8.0,30340.440000000002,Sunday,0,29
2026-01-25,search,192862.59,43.0,303588.31,Sunday,0,29
2026-01-26,email,19130.59,13.0,75759.99,Monday,0,29
2026-01-26,organic,4486.34,14.0,81824.58,Monday,0,29
2026-01-26,paid_social,116765.77,10.0,65812.25,Monday,0,29
2026-01-26,referral,30164.339999999997,5.0,11705.28,Monday,0,29
2026-01-26,search,189468.74,30.0,216217.55000000002,Monday,0,29
2026-01-27,email,18738.05,17.0,105643.6,Tuesday,0,29
2026-01-27,organic,4267.76,6.0,34213.58,Tuesday,0,29
2026-01-27,paid_social,134654.87,18.0,113468.94,Tuesday,0,29
2026-01-27,referral,30694.84,6.0,24781.190000000002,Tuesday,0,29
2026-01-27,search,156208.05,30.0,199539.77,Tuesday,0,29
2026-01-28,email,18011.16,11.0,80201.78,Wednesday,0,29
2026-01-28,organic,3911.05,8.0,62038.89,Wednesday,0,29
2026-01-28,paid_social,130233.92,14.0,80239.37,Wednesday,0,29
2026-01-28,referral,29967.879999999997,3.0,16380.12,Wednesday,0,29
2026-01-28,search,163006.22,39.0,218665.86,Wednesday,0,29
2026-01-29,email,16131.5,7.0,44366.97,Thursday,0,29
2026-01-29,organic,4974.37,8.0,39646.55,Thursday,0,29
2026-01-29,paid_social,142840.44,13.0,70345.81,Thursday,0,29
2026-01-29,referral,25443.75,4.0,20970.75,Thursday,0,29
2026-01-29,search,152120.02,28.0,203944.6,Thursday,0,29
2026-01-30,email,17937.16,16.0,106307.83,Friday,0,30
2026-01-30,organic,5235.51,11.0,81682.34999999999,Friday,0,30
2026-01-30,paid_social,137895.5,11.0,49943.829999999994,Friday,0,30
2026-01-30,referral,30629.32,2.0,22353.18,Friday,0,30
2026-01-30,search,164562.52000000002,27.0,186435.53,Friday,0,30
